car_ID,symboling,CarName,fueltype,aspiration,doornumber,carbody,drivewheel,enginelocation,wheelbase,carlength,carwidth,carheight,curbweight,enginetype,cylindernumber,enginesize,fuelsystem,boreratio,stroke,compressionratio,horsepower,peakrpm,citympg,highwaympg,price,brand,model,power_to_weight_ratio,wheelbase_squared,carlength_squared,carwidth_squared,carheight_squared,curbweight_squared,enginesize_squared,boreratio_squared,stroke_squared,compressionratio_squared,horsepower_squared,peakrpm_squared,citympg_squared,highwaympg_squared,log_enginesize
1,3,alfa-romero giulia,1,0,1,0,2,0,-1.6907718018201774,-0.42652146835701304,-0.8447823517277104,-2.0204173044647122,-0.014566282137926123,0,2,0.0744489251157203,5,0.5190713849456007,-1.839377336831407,-0.2883489098618655,0.17448277916253407,-0.2629602160773477,-0.6465530277621856,-0.5460587369032711,13495.0,1,79,0.04356357927786499,7849.959999999999,28493.440000000002,4108.8099999999995,2381.4399999999996,6492304,16900,12.0409,7.182400000000001,81.0,12321,25000000,441,729,4.875197323201151
2,3,alfa-romero stelvio,1,0,1,0,2,0,-1.6907718018201774,-0.42652146835701304,-0.8447823517277104,-2.0204173044647122,-0.014566282137926123,0,2,0.0744489251157203,5,0.5190713849456007,-1.839377336831407,-0.2883489098618655,0.17448277916253407,-0.2629602160773477,-0.6465530277621856,-0.5460587369032711,16500.0,1,123,0.04356357927786499,7849.959999999999,28493.440000000002,4108.8099999999995,2381.4399999999996,6492304,16900,12.0409,7.182400000000001,81.0,12321,25000000,441,729,4.875197323201151
3,1,alfa-romero Quadrifoglio,1,0,1,2,2,0,-0.7085958764076113,-0.23151304680543727,-0.19056612143668694,-0.5435274761218468,0.5148819161377617,5,3,0.6040461684467903,5,-2.404880294774036,0.6859461601154123,-0.2883489098618655,1.2645364278639772,-0.2629602160773477,-0.9530116883199847,-0.6916270607851575,16500.0,1,29,0.05455189514700673,8930.25,29309.439999999995,4290.25,2745.7599999999998,7969329,23104,7.182400000000001,12.0409,81.0,23716,25000000,361,676,5.030437921392435
4,2,audi 100 ls,1,0,0,3,1,0,0.17369775150537034,0.2072559016856128,0.1365419937088248,0.23594215550355344,-0.4207974451785447,3,2,-0.43107571624575564,5,-0.5172659192588284,0.4621833186137945,-0.035972825318776304,-0.05366798451916333,0.7878554622044521,-0.18686503692548712,-0.10935376525761202,13950.0,2,1,0.043645699614890884,9960.039999999999,31187.559999999998,4382.4400000000005,2948.49,5461569,11881,10.1761,11.559999999999999,100.0,10404,30250000,576,900,4.700480365792417
5,2,audi 100ls,1,0,0,3,0,0,0.1071095531723165,0.2072559016856128,0.23000145517897197,0.23594215550355344,0.5168071823133096,3,1,0.21888453693328483,5,-0.5172659192588284,0.4621833186137945,-0.5407249944049548,0.2758831185766218,0.7878554622044521,-1.1062410185988842,-1.273900356312703,17450.0,2,2,0.04072237960339943,9880.36,31187.559999999998,4408.960000000001,2948.49,7974976,18496,10.1761,11.559999999999999,64.0,13225,30250000,324,484,4.919980925828125
6,2,audi fox,1,0,1,3,1,0,0.17369775150537034,0.26413335797149096,0.18327172444389506,-0.2563544539440664,-0.0935021953353923,3,1,0.21888453693328483,5,-0.5172659192588284,0.4621833186137945,-0.41453695213341013,0.14913269430901213,0.7878554622044521,-0.9530116883199847,-0.8371953846670438,15250.0,2,74,0.043877143996808934,9960.039999999999,31435.290000000005,4395.69,2819.61,6285049,18496,10.1761,11.559999999999999,72.25,12100,30250000,361,625,4.919980925828125
7,1,audi 100ls,1,0,0,3,1,0,1.1725207265011992,1.5154373962607788,2.566487991932618,0.8102881998591143,0.5553125058242687,3,1,0.21888453693328483,5,-0.5172659192588284,0.4621833186137945,-0.41453695213341013,0.14913269430901213,0.7878554622044521,-0.9530116883199847,-0.8371953846670438,17710.0,2,2,0.03867791842475387,11193.64,37133.28999999999,5097.960000000001,3102.4900000000002,8088336,18496,10.1761,11.559999999999999,72.25,12100,30250000,361,625,4.919980925828125
8,1,audi 5000,1,0,0,4,1,0,1.1725207265011992,1.5154373962607788,2.566487991932618,0.8102881998591143,0.7670917851345438,3,1,0.21888453693328483,5,-0.5172659192588284,0.4621833186137945,-0.41453695213341013,0.14913269430901213,0.7878554622044521,-0.9530116883199847,-0.8371953846670438,18920.0,2,16,0.037237643872714964,11193.64,37133.28999999999,5097.960000000001,3102.4900000000002,8726116,18496,10.1761,11.559999999999999,72.25,12100,30250000,361,625,4.919980925828125
9,1,audi 4000,1,1,0,3,1,0,1.1725207265011992,1.5154373962607788,2.566487991932618,0.8923376347670494,1.021226920306874,3,1,0.09852152708531438,5,-0.7393381987312061,0.4621833186137945,-0.4650121690420278,0.9096352399146702,0.7878554622044521,-1.2594703488777836,-1.5650370040764756,23875.0,2,13,0.04536616979909268,11193.64,37133.28999999999,5097.960000000001,3124.81,9523396,17161,9.796899999999999,11.559999999999999,68.89000000000001,19600,30250000,289,400,4.882801922586371
10,0,audi 5000s (diesel),1,1,1,2,0,0,0.12375660275557937,0.3372615160533307,0.9309474162050657,-0.7076263459377201,0.9576931365137914,3,1,0.09852152708531438,5,-0.7393381987312061,0.4621833186137945,-0.7931010789480439,1.4166369369851088,0.7878554622044521,-1.4126996791566833,-1.273900356312703,17859.167,2,17,0.05240746806419915,9900.25,31755.239999999994,4610.410000000001,2704.0,9320809,17161,9.796899999999999,11.559999999999999,49.0,25600,30250000,256,484,4.882801922586371
11,2,bmw 320i,1,0,1,3,2,0,0.40675644567106467,0.22350660348157897,-0.5176742365821987,0.23594215550355344,-0.3091320069967633,3,2,-0.45514831821534973,5,0.6301075246817887,-1.4557838942572077,-0.3388241267704832,-0.07901806937268527,1.4183448691735319,-0.3400943672043866,-0.2549220891394984,16430.0,3,12,0.042171189979123176,10241.44,31258.240000000005,4199.04,2948.49,5736025,11664,12.25,7.839999999999999,77.44000000000001,10201,33640000,529,841,4.6913478822291435
12,0,bmw 320i,1,0,0,3,2,0,0.40675644567106467,0.22350660348157897,-0.5176742365821987,0.23594215550355344,-0.3091320069967633,3,2,-0.45514831821534973,5,0.6301075246817887,-1.4557838942572077,-0.3388241267704832,-0.07901806937268527,1.4183448691735319,-0.3400943672043866,-0.2549220891394984,16925.0,3,12,0.042171189979123176,10241.44,31258.240000000005,4199.04,2948.49,5736025,11664,12.25,7.839999999999999,77.44000000000001,10201,33640000,529,841,4.6913478822291435
13,0,bmw x1,1,0,1,3,2,0,0.40675644567106467,0.22350660348157897,-0.5176742365821987,0.23594215550355344,0.29732683830084267,3,3,0.8929173920819194,5,-0.07312136031407311,-0.20910520589105608,-0.2883489098618655,0.42798362769775344,-1.8391837335000474,-0.6465530277621856,-0.4004904130213847,20970.0,3,134,0.044649446494464944,10241.44,31258.240000000005,4199.04,2948.49,7344100,26896,10.956100000000001,10.1761,81.0,14641,18062500,441,784,5.10594547390058
14,0,bmw x3,1,0,0,3,2,0,0.40675644567106467,0.22350660348157897,-0.5176742365821987,0.23594215550355344,0.4032164779559802,3,3,0.8929173920819194,5,-0.07312136031407311,-0.20910520589105608,-0.2883489098618655,0.42798362769775344,-1.8391837335000474,-0.6465530277621856,-0.4004904130213847,21105.0,3,135,0.04376130198915009,10241.44,31258.240000000005,4199.04,2948.49,7645225,26896,10.956100000000001,10.1761,81.0,14641,18062500,441,784,5.10594547390058
15,1,bmw z4,1,0,0,3,2,0,0.7896385860861319,1.214799413035431,0.46365010885433655,0.8102881998591143,0.9615436688648873,3,3,0.8929173920819194,5,-0.07312136031407311,-0.20910520589105608,-0.2883489098618655,0.42798362769775344,-1.8391837335000474,-0.7997823580410852,-0.8371953846670438,24565.0,3,141,0.03960720130932897,10712.25,35721.0,4475.610000000001,3102.4900000000002,9333025,26896,10.956100000000001,10.1761,81.0,14641,18062500,400,625,5.10594547390058
16,0,bmw x4,1,0,0,3,2,0,0.7896385860861319,1.214799413035431,0.46365010885433655,0.8102881998591143,1.2984652495857796,3,3,1.9761844807136535,5,1.074252083626544,0.43021719839927847,-0.5407249944049548,1.9743388037625915,0.5776923265480921,-1.4126996791566833,-1.273900356312703,30760.0,3,136,0.056346749226006194,10712.25,35721.0,4475.610000000001,3102.4900000000002,10432900,43681,13.1044,11.4921,64.0,33124,29160000,256,484,5.3471075307174685
17,0,bmw x5,1,0,1,3,2,0,0.7896385860861319,1.604816256138587,0.9309474162050657,-0.010206149220255032,1.587255175917973,3,3,1.9761844807136535,5,1.074252083626544,0.43021719839927847,-0.5407249944049548,1.9743388037625915,0.5776923265480921,-1.4126996791566833,-1.273900356312703,41315.0,3,137,0.05384615384615385,10712.25,37558.44,4610.410000000001,2883.6900000000005,11424400,43681,13.1044,11.4921,64.0,33124,29160000,256,484,5.3471075307174685
18,0,bmw x3,1,0,0,3,2,0,1.87169680899828,1.864827484874023,2.332839338257253,1.0564365045829227,1.8279134478614674,3,3,1.9761844807136535,5,1.074252083626544,0.43021719839927847,-0.5407249944049548,1.9743388037625915,0.5776923265480921,-1.5659290094355827,-1.5650370040764756,36880.0,3,135,0.051925820256776035,12100.0,38809.0,5026.81,3169.6899999999996,12285025,43681,13.1044,11.4921,64.0,33124,29160000,225,400,5.3471075307174685
19,2,chevrolet impala,1,0,1,2,1,0,-1.724065900986703,-2.677243667098139,-2.62051211966048,-0.21532973649009735,-2.055348428218759,2,4,-1.586560610786272,1,-1.5536032234632557,-0.7205631293233238,-0.16216086759032092,-1.4225725666093478,-0.052797080420987755,3.3374095594892017,3.238717684025774,5151.0,5,86,0.03225806451612903,7814.560000000001,19909.21,3636.0899999999997,2830.2400000000002,2214144,3721,8.468100000000002,9.1809,90.25,2304,26010000,2209,2809,4.127134385045092
20,1,chevrolet monte carlo,1,0,1,2,1,0,-0.7085958764076113,-1.4746917341967432,-1.0784310054030717,-0.7076263459377201,-1.3121956844572482,3,2,-0.8884551536680434,1,-1.1094586645185023,-0.46483416760718993,-0.13692325913601208,-0.8648706998318653,0.5776923265480921,1.958345586979106,1.7830344452069105,6295.0,5,98,0.03735325506937033,8930.25,24304.81,4044.96,2704.0,3511876,8100,9.1809,9.672099999999999,92.16,4900,29160000,1444,1849,4.51085950651685
21,0,chevrolet vega 2300,1,0,0,3,1,0,-0.7085958764076113,-1.239056558155253,-1.0784310054030717,-0.7076263459377201,-1.2448113683130697,3,2,-0.8884551536680434,1,-1.1094586645185023,-0.46483416760718993,-0.13692325913601208,-0.8648706998318653,0.5776923265480921,1.958345586979106,1.7830344452069105,6575.0,5,132,0.03666841278156103,8930.25,25217.440000000002,4044.96,2704.0,3644281,8100,9.1809,9.672099999999999,92.16,4900,29160000,1444,1849,4.51085950651685
22,1,dodge rampage,1,0,1,2,1,0,-0.8417722730737214,-1.360936821624989,-0.9849715439329279,-1.1999229553853428,-1.3083451521061522,3,2,-0.8884551536680434,1,-1.3315309439908782,-0.08124072503298917,-0.1848747151991989,-0.9155708695389091,0.7878554622044521,1.8051162567002066,1.4918977974431378,5572.0,6,112,0.03624733475479744,8779.69,24743.290000000005,4070.4399999999996,2580.64,3519376,8100,8.820900000000002,10.4329,88.5481,4624,30250000,1369,1681,4.51085950651685
23,1,dodge challenger se,1,0,1,2,1,0,-0.8417722730737214,-1.360936821624989,-0.9849715439329279,-1.1999229553853428,-1.3083451521061522,3,2,-0.8884551536680434,1,-1.3315309439908782,-0.08124072503298917,-0.18739847604462975,-0.9155708695389091,0.7878554622044521,0.8857402750268095,1.0551928257974788,6377.0,6,43,0.03624733475479744,8779.69,24743.290000000005,4070.4399999999996,2580.64,3519376,8100,8.820900000000002,10.4329,88.36000000000001,4624,30250000,961,1444,4.51085950651685
24,1,dodge d200,1,1,1,2,1,0,-0.8417722730737214,-1.360936821624989,-0.9849715439329279,-1.1999229553853428,-0.8231780758680675,3,2,-0.6958743379112906,5,-1.1094586645185023,0.43021719839927847,-0.6416754282221906,-0.05366798451916333,0.7878554622044521,-0.18686503692548712,-0.10935376525761202,7957.0,6,66,0.047932330827067667,8779.69,24743.290000000005,4070.4399999999996,2580.64,4528384,9604,9.1809,11.4921,57.76,10404,30250000,576,900,4.59511985013459
25,1,dodge monaco (sw),1,0,0,2,1,0,-0.8417722730737214,-1.360936821624989,-0.9849715439329279,-1.281972390293278,-1.1331459301312883,3,2,-0.8884551536680434,1,-1.3315309439908782,-0.08124072503298917,-0.18739847604462975,-0.9155708695389091,0.7878554622044521,0.8857402750268095,1.0551928257974788,6229.0,6,97,0.03457041179461108,8779.69,24743.290000000005,4070.4399999999996,2560.36,3869089,8100,8.820900000000002,10.4329,88.36000000000001,4624,30250000,961,1444,4.51085950651685
26,1,dodge colt hardtop,1,0,0,3,1,0,-0.8417722730737214,-1.360936821624989,-0.9849715439329279,-1.281972390293278,-1.0907900742692331,3,2,-0.8884551536680434,1,-1.3315309439908782,-0.08124072503298917,-0.18739847604462975,-0.9155708695389091,0.7878554622044521,0.8857402750268095,1.0551928257974788,6692.0,6,51,0.03418803418803419,8779.69,24743.290000000005,4070.4399999999996,2560.36,3956121,8100,8.820900000000002,10.4329,88.36000000000001,4624,30250000,961,1444,4.51085950651685
27,1,dodge colt (sw),1,0,0,3,1,0,-0.8417722730737214,-1.360936821624989,-0.9849715439329279,-1.281972390293278,-1.0907900742692331,3,2,-0.8884551536680434,1,-1.3315309439908782,-0.08124072503298917,-0.18739847604462975,-0.9155708695389091,0.7878554622044521,0.8857402750268095,1.0551928257974788,7609.0,6,50,0.03418803418803419,8779.69,24743.290000000005,4070.4399999999996,2560.36,3956121,8100,8.820900000000002,10.4329,88.36000000000001,4624,30250000,961,1444,4.51085950651685
28,1,dodge coronet custom,1,1,1,3,1,0,-0.8417722730737214,-1.360936821624989,-0.9849715439329279,-1.281972390293278,-0.7018863068085462,3,2,-0.6958743379112906,5,-1.1094586645185023,0.43021719839927847,-0.6416754282221906,-0.05366798451916333,0.7878554622044521,-0.18686503692548712,-0.10935376525761202,8558.0,6,61,0.04655408489274304,8779.69,24743.290000000005,4070.4399999999996,2560.36,4800481,9604,9.1809,11.4921,57.76,10404,30250000,576,900,4.59511985013459
29,-1,dodge dart custom,1,0,0,4,1,0,0.7563444869196039,0.04474888372596479,-0.6111336980523459,2.492301615471819,-0.039594742420049546,3,2,-0.11813189064103245,1,0.0379147794221149,0.6539800399008949,-0.41453695213341013,-0.4085691724684704,-0.2629602160773477,-0.18686503692548712,-0.10935376525761202,8921.0,6,67,0.03471400394477318,10670.89,30485.159999999996,4173.159999999999,3576.0399999999995,6426225,14884,11.1556,11.9716,72.25,7744,25000000,576,900,4.812184355372417
30,3,dodge coronet custom (sw),1,1,1,2,1,0,-0.475537182241917,-0.06900602884578928,0.18327172444389506,-1.4460712601091512,0.49177872203118617,3,2,0.7003365763251667,4,1.0002279904690847,2.0604893293396294,-0.7931010789480439,1.03638566418228,-0.2629602160773477,-0.9530116883199847,-0.9827637085489301,12964.0,6,62,0.05158306652436855,9196.810000000001,29998.239999999994,4395.69,2520.0400000000004,7901721,24336,12.96,15.209999999999999,49.0,21025,25000000,361,576,5.056245805348308
31,2,honda civic,1,0,1,2,1,0,-2.0237127934854535,-2.3928563856687552,-0.9382418131978543,-1.1999229553853428,-1.622163538720469,3,2,-0.8403099497288552,0,-1.5536032234632557,0.4941494388283119,-0.13692325913601208,-1.1690717180741284,-0.6832864873900676,3.643868220047001,3.3842860079076607,6479.0,7,44,0.033858727378867484,7499.559999999999,20909.16,4083.21,2580.64,2934369,8464,8.468100000000002,11.628100000000002,92.16,3364,23040000,2401,2916,4.532599493153256
32,2,honda civic cvcc,1,0,1,2,1,0,-2.0237127934854535,-2.3928563856687552,-0.9382418131978543,-1.1999229553853428,-1.4180853241123856,3,2,-0.8403099497288552,0,-1.5536032234632557,0.4941494388283119,-0.23787369295324787,-0.7127701907107337,1.838671140486252,0.8857402750268095,1.0551928257974788,6855.0,7,48,0.04178119846069269,7499.559999999999,20909.16,4083.21,2580.64,3308761,8464,8.468100000000002,11.628100000000002,84.63999999999999,5776,36000000,961,1444,4.532599493153256
33,1,honda civic,1,0,1,2,1,0,-0.8417722730737214,-1.9540874371777053,-0.8915120824627807,-0.46147804121390873,-1.3834305329525225,3,2,-1.1532537753335783,0,-1.5536032234632557,-0.5926986484652568,-0.010735216864467472,-1.1183715483670846,0.7878554622044521,1.958345586979106,1.6374661213250241,5399.0,7,44,0.0326619488296135,8779.69,22500.0,4096.0,2766.76,3374569,6241,8.468100000000002,9.4249,102.00999999999999,3600,30250000,1444,1764,4.382026634673881
34,1,honda accord cvcc,1,0,1,2,1,0,-0.8417722730737214,-1.9540874371777053,-0.8915120824627807,-0.46147804121390873,-1.185128116871083,3,2,-0.8403099497288552,0,-1.5536032234632557,0.4941494388283119,-0.23787369295324787,-0.7127701907107337,1.838671140486252,0.73251094474791,0.4729195302699334,6529.0,7,31,0.03917525773195876,8779.69,22500.0,4096.0,2766.76,3763600,8464,8.468100000000002,11.628100000000002,84.63999999999999,5776,36000000,900,1156,4.532599493153256
35,1,honda civic cvcc,1,0,1,2,1,0,-0.8417722730737214,-1.9540874371777053,-0.8915120824627807,-0.46147804121390873,-1.1543238580623159,3,2,-0.8403099497288552,0,-1.5536032234632557,0.4941494388283119,-0.23787369295324787,-0.7127701907107337,1.838671140486252,0.73251094474791,0.4729195302699334,7129.0,7,48,0.03885480572597137,8779.69,22500.0,4096.0,2766.76,3825936,8464,8.468100000000002,11.628100000000002,84.63999999999999,5776,36000000,900,1156,4.532599493153256
36,0,honda accord lx,1,0,0,3,1,0,-0.37565488474233505,-0.8652904168480631,-0.8915120824627807,0.3179915904114915,-1.0503594845827262,3,2,-0.8403099497288552,0,-1.5536032234632557,0.4941494388283119,-0.23787369295324787,-0.7127701907107337,1.838671140486252,0.73251094474791,0.4729195302699334,7295.0,7,32,0.03781094527363184,9312.25,26699.56,4096.0,2970.25,4040100,8464,8.468100000000002,11.628100000000002,84.63999999999999,5776,36000000,900,1156,4.532599493153256
37,0,honda civic 1500 gl,1,0,0,4,1,0,-0.37565488474233505,-1.3771875234209552,-0.9382418131978543,1.876930853662292,-1.0234057581250549,3,2,-0.8403099497288552,0,-1.516591176884527,0.4941494388283119,-0.23787369295324787,-0.7127701907107337,1.838671140486252,0.73251094474791,0.4729195302699334,7295.0,7,47,0.037549407114624504,9312.25,24680.41,4083.21,3398.89,4096576,8464,8.526399999999999,11.628100000000002,84.63999999999999,5776,36000000,900,1156,4.532599493153256
38,0,honda accord,1,0,1,2,1,0,-0.37565488474233505,-0.5321510300307851,-0.33075531364190436,-0.17430501903613121,-0.6152493289088883,3,2,-0.40700311427616154,0,-0.6653141055737468,1.0375734824750955,-0.2883489098618655,-0.4592693421755143,1.4183448691735319,0.2728229539112114,0.32735120638804704,7895.0,7,30,0.038461538461538464,9312.25,28056.25,4251.04,2840.89,4999696,12100,9.9225,12.8164,81.0,7396,33640000,729,1089,4.709530201312334
39,0,honda civic 1300,1,0,1,2,1,0,-0.37565488474233505,-0.5321510300307851,-0.33075531364190436,-0.17430501903613121,-0.5132102216048466,3,2,-0.40700311427616154,0,-0.6653141055737468,1.0375734824750955,-0.2883489098618655,-0.4592693421755143,1.4183448691735319,0.2728229539112114,0.32735120638804704,9095.0,7,46,0.037570991699432066,9312.25,28056.25,4251.04,2840.89,5239521,12100,9.9225,12.8164,81.0,7396,33640000,729,1089,4.709530201312334
40,0,honda prelude,1,0,0,3,1,0,-0.37565488474233505,0.10975169090982491,-0.33075531364190436,0.15389272059561823,-0.4843312289716273,3,2,-0.40700311427616154,0,-0.6653141055737468,1.0375734824750955,-0.2883489098618655,-0.4592693421755143,1.4183448691735319,0.2728229539112114,0.32735120638804704,8845.0,7,107,0.03732638888888889,9312.25,30765.160000000003,4251.04,2926.81,5308416,12100,9.9225,12.8164,81.0,7396,33640000,729,1089,4.709530201312334
41,0,honda accord,1,0,0,3,1,0,-0.37565488474233505,0.10975169090982491,-1.5924580434888744,0.15389272059561823,-0.3534131290343663,3,2,-0.40700311427616154,0,-0.6653141055737468,1.0375734824750955,-0.2883489098618655,-0.4592693421755143,1.4183448691735319,0.2728229539112114,0.32735120638804704,10295.0,7,30,0.03625632377740304,9312.25,30765.160000000003,3906.25,2926.81,5626384,12100,9.9225,12.8164,81.0,7396,33640000,729,1089,4.709530201312334
42,0,honda civic,1,0,0,3,1,0,-0.37565488474233505,0.10975169090982491,-0.33075531364190436,0.15389272059561823,-0.17436337470840643,3,2,-0.40700311427616154,5,-0.6653141055737468,1.0375734824750955,-0.2883489098618655,-0.07901806937268527,1.4183448691735319,-0.18686503692548712,-0.4004904130213847,12945.0,7,44,0.040973630831643,9312.25,30765.160000000003,4251.04,2926.81,6076225,12100,9.9225,12.8164,81.0,10201,33640000,576,784,4.709530201312334
43,1,honda civic (auto),1,0,1,3,1,0,-0.37565488474233505,-0.4021454156630672,0.04308253223867764,-1.1178735204774048,-0.5055091569026547,3,2,-0.40700311427616154,1,-0.6653141055737468,1.0375734824750955,-0.2631113014075567,-0.1043681542262072,0.7878554622044521,-0.03363570664658759,0.03621455862427433,10345.0,7,45,0.043610989969472304,9312.25,28594.809999999998,4356.0,2601.0,5257849,12100,9.9225,12.8164,82.80999999999999,10000,30250000,625,961,4.709530201312334
44,0,isuzu MU-X,1,0,0,3,2,0,-0.7418899755741394,-0.27213980129534926,-1.9195661586343862,-0.09225558412819312,-0.4207974451785447,3,2,-0.38293051230656744,1,-0.07312136031407311,-0.08124072503298917,-0.41453695213341013,-0.6620700210036897,-0.6832864873900676,-0.18686503692548712,-0.2549220891394984,6785.0,8,28,0.03337612323491656,8892.49,29138.489999999994,3819.24,2862.25,5461569,12321,10.956100000000001,10.4329,72.25,6084,23040000,576,841,4.718498871295094
45,1,isuzu D-Max ,1,0,1,3,1,0,-0.7085958764076113,-1.4746917341967432,-1.0784310054030717,-0.7076263459377201,-1.3121956844572482,3,2,-0.8884551536680434,1,-1.1094586645185023,-0.46483416760718993,-0.13692325913601208,-0.8648706998318653,0.5776923265480921,1.958345586979106,1.7830344452069105,8916.5,8,26,0.03735325506937033,8930.25,24304.81,4044.96,2704.0,3511876,8100,9.1809,9.672099999999999,92.16,4900,29160000,1444,1849,4.51085950651685
46,0,isuzu D-Max V-Cross,1,0,0,3,1,0,-0.7085958764076113,-1.4746917341967432,-1.0784310054030717,-0.7076263459377201,-1.2448113683130697,3,2,-0.8884551536680434,1,-1.1094586645185023,-0.46483416760718993,-0.13692325913601208,-0.8648706998318653,0.5776923265480921,1.958345586979106,1.7830344452069105,8916.5,8,27,0.03666841278156103,8930.25,24304.81,4044.96,2704.0,3644281,8100,9.1809,9.672099999999999,92.16,4900,29160000,1444,1849,4.51085950651685
47,2,isuzu D-Max ,1,0,1,2,2,0,-0.45889013265865414,-0.11775813423368321,-0.33075531364190436,-0.9537746506615314,0.3435332265139936,3,2,-0.19034969654981473,7,0.3710231986306822,-0.08124072503298917,-0.23787369295324787,-0.3578690027614265,-0.2629602160773477,-0.18686503692548712,-0.2549220891394984,11048.0,8,26,0.03291880029261156,9216.0,29790.76,4251.04,2641.96,7474756,14161,11.7649,10.4329,84.63999999999999,8100,25000000,576,841,4.787491742782046
48,0,jaguar xj,1,0,0,3,2,0,2.3711082964961943,2.0760866082215648,1.7253528387013,-0.3794286063059735,2.9079877723438705,0,3,3.155741977223764,5,1.1112641302052728,2.9235745751315805,-0.5154873859506459,1.8222382946414597,-0.7883680552182476,-1.5659290094355827,-1.710605327958362,32250.0,9,139,0.04328578455484506,12769.0,39840.159999999996,4844.159999999999,2787.8399999999997,16532356,66564,13.1769,17.3889,65.61,30976,22562500,225,361,5.556828061699537
49,0,jaguar xf,1,0,0,3,2,0,2.3711082964961943,2.0760866082215648,1.7253528387013,-0.3794286063059735,2.9079877723438705,0,3,3.155741977223764,5,1.1112641302052728,2.9235745751315805,-0.5154873859506459,1.8222382946414597,-0.7883680552182476,-1.5659290094355827,-1.710605327958362,35550.0,9,138,0.04328578455484506,12769.0,39840.159999999996,4844.159999999999,2787.8399999999997,16532356,66564,13.1769,17.3889,65.61,30976,22562500,225,361,5.556828061699537
50,0,jaguar xk,1,0,1,3,2,0,0.5399328423371748,1.4341838872809547,2.192650146052029,-2.4306644790043967,2.6846568959803077,5,5,4.7926789111561625,5,0.7781557109967071,-1.5836483751152748,0.34259130149585754,4.002345592044346,-0.2629602160773477,-1.8723876699933817,-2.0017419757221346,36000.0,9,140,0.06632911392405064,10404.0,36748.88999999999,4984.359999999999,2284.8399999999997,15602500,106276,12.531600000000001,7.617599999999999,132.25,68644,25000000,169,289,5.7899601708972535
